player_id,player_name,player_country,DOB,home_town,resides,total_first,total_second,total_third,total_forth,total_played,total_points,podium%,height_inches,height_cm,DOB_date,DOB_str,big_stat_player_name
151,Christopher 'Sinjin' Smith,United States,1957-05-07,"Santa Monica, CA","Pacific Palisades, CA",139.0,73.0,42.0,18.0,420.0,5205.0,,75.0,190.5,1957-05-07,"May 7, 1957 (66 years old)",Sinjin Smith
152,Carl Henkel,United States,1969-08-16,"Redondo Beach, CA","Redondo Beach, CA",0.0,6.0,3.0,4.0,167.0,6585.0,,79.0,200.66,1969-08-16,"August 16, 1969 (53 years old)",Carl Henkel
153,Pepe Delahoz,United States,1971-10-22,,"San Diego, CA",0.0,0.0,1.0,0.0,73.0,1869.0,,73.0,185.42000000000002,1971-10-22,"October 22, 1971 (51 years old)",Pepe Delahoz
154,Juan Alberto Rodriguez Ibarra,Mexico,1969-05-30,Tepic Nayarit,"Puerto Vallarta, Jalisco",0.0,0.0,0.0,0.0,64.0,1193.0,,76.0,193.04,1969-05-30,"May 30, 1969 (54 years old)",Juan Rodriguez Ibarra
155,Dave Counts,United States,1970-04-18,,"Laguna Beach, CA",0.0,0.0,0.0,0.0,13.0,42.0,,,,1970-04-18,"April 18, 1970 (53 years old)",
156,Brian MacDonald,United States,1972-08-15,"Danville, CA","Newport Beach, CA",0.0,0.0,0.0,0.0,31.0,167.0,,77.0,195.58,1972-08-15,"August 15, 1972 (50 years old)",Brian MacDonald
157,Dan Ortega,United States,1974-08-15,"Castro Valley, CA","Manhattan Beach, CA",0.0,0.0,0.0,0.0,34.0,333.0,,73.0,185.42000000000002,1974-08-15,"August 15, 1974 (48 years old)",Dan Ortega
158,David Fischer,United States,1972-04-09,"Santa Barbara, CA","Venice, CA",2.0,0.0,0.0,1.0,131.0,2961.0,,75.0,190.5,1972-04-09,"April 9, 1972 (51 years old)",David Fischer
159,John Hribar,United States,,,"Pittsburgh, PA",0.0,0.0,0.0,0.0,41.0,104.0,,,,,,
160,Mike Folstein,United States,1975-09-05,,"Orlando, FL",0.0,0.0,0.0,0.0,3.0,0.0,,72.0,182.88,1975-09-05,"September 5, 1975 (47 years old)",
161,Chris Makos,United States,1973-04-21,"Philadelphia, PA","Claymont, DE",0.0,0.0,0.0,0.0,41.0,692.0,,75.0,190.5,1973-04-21,"April 21, 1973 (50 years old)",Chris Makos
162,Chad Convis,United States,1971-03-28,"Farmington Hills, MI","Redondo Beach, CA",0.0,0.0,0.0,0.0,35.0,249.0,,77.0,195.58,1971-03-28,"March 28, 1971 (52 years old)",Chad Convis
163,Carlos Cartaya,Venezuela,1966-09-11,Tenerife,"Miami Beach, FL",0.0,0.0,0.0,0.0,17.0,9.0,,74.0,187.96,1966-09-11,"September 11, 1966 (56 years old)",
164,Marcos Macau,United States,1979-03-14,"Miami, FL","Coral Gables, FL",1.0,0.0,0.0,0.0,20.0,238.0,,72.0,182.88,1979-03-14,"March 14, 1979 (44 years old)",Marcos Macau
165,Carlos Machado,United States,,,"Boynton Beach, FL",0.0,0.0,0.0,0.0,19.0,8.0,,,,,,Carlos Machado
166,Curtis Rollins,United States,1972-11-23,"Palm Beach Gardens, FL","Palm Beach Gardens, FL",0.0,0.0,0.0,0.0,24.0,65.0,,74.0,187.96,1972-11-23,"November 23, 1972 (50 years old)",Curtis Rollins
167,Matt Johnson,United States,1973-10-27,,"Cincinnati, OH",0.0,0.0,0.0,0.0,9.0,38.0,,72.0,182.88,1973-10-27,"October 27, 1973 (49 years old)",Matt Johnson
168,Louis Messier,United States,,,"Los Angeles, CA",0.0,0.0,0.0,0.0,4.0,63.0,,,,,,Louis Messier
169,JB Saunders,United States,,,,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,
170,Brett Bumgarner,United States,1974-11-06,,"Springfield, OH",0.0,0.0,0.0,0.0,17.0,0.0,,75.0,190.5,1974-11-06,"November 6, 1974 (48 years old)",
171,Mike Schroeder,United States,,"Westerville, OH","Dayton, OH",0.0,0.0,0.0,0.0,17.0,11.0,,,,,,
172,Eric Lazowski,United States,1973-09-11,"Saginaw, MI","Holland, MI",0.0,0.0,0.0,0.0,10.0,40.0,,,,1973-09-11,"September 11, 1973 (49 years old)",
173,Jimmy Overton,United States,,,,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,
174,Jim VanZwieten,United States,1977-09-25,"Pampano Beach, FL","Coconut Creek, FL",0.0,0.0,0.0,0.0,78.0,791.0,,77.0,195.58,1977-09-25,"September 25, 1977 (45 years old)",
175,Aaron Keirieuz,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
176,Craig Geibel,United States,1971-05-18,,"Tulsa, OK",0.0,0.0,0.0,0.0,31.0,69.0,,75.0,190.5,1971-05-18,"May 18, 1971 (52 years old)",Craig Geibel
177,Collin Smith,United States,1975-05-26,"Hermosa Beach, CA","Hermosa Beach, CA",1.0,0.0,0.0,1.0,51.0,1536.0,,76.0,193.04,1975-05-26,"May 26, 1975 (48 years old)",Collin Smith
178,Chris Magill,United States,1970-09-14,"Houston, TX","San Diego, CA",0.0,0.0,0.0,0.0,51.0,525.0,,71.0,180.34,1970-09-14,"September 14, 1970 (52 years old)",Chris Magill
179,Derek Bakarich,United States,,,,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,
180,Mike Connaughton,United States,1971-04-13,,"South Bend, IN",0.0,0.0,0.0,0.0,10.0,0.0,,75.0,190.5,1971-04-13,"April 13, 1971 (52 years old)",
181,Dana Camacho,United States,1977-01-25,"Ft. Lauderdale, FL","Deerfield, FL",1.0,3.0,2.0,0.0,75.0,3581.0,,69.0,175.26,1977-01-25,"January 25, 1977 (46 years old)",Dana Camacho
182,Adam Roberts,United States,1976-01-25,"High Point, NC","Myrtle Beach, SC",4.0,0.0,3.0,1.0,247.0,22771.0,,73.0,185.42000000000002,1976-01-25,"January 25, 1976 (47 years old)",Adam Roberts
183,Colin Wellman,United States,1974-12-26,"Santa Monica, CA","Los Angeles, CA",0.0,0.0,0.0,0.0,42.0,539.0,,79.0,200.66,1974-12-26,"December 26, 1974 (48 years old)",Colin Wellman
184,Rob Thompson,United States,,,"Grand Rapids, MI",0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
185,Greg Vernovage,United States,,,,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,
186,Jason Ring,United States,1974-07-21,"Bend, OR","Newport Beach, CA",1.0,1.0,8.0,0.0,98.0,7119.0,,75.0,190.5,1974-07-21,"July 21, 1974 (48 years old)",Jason Ring
187,Brad Torsone,United States,1975-01-14,"Rochester, NY","Redondo Beach, CA",1.0,0.0,2.0,1.0,135.0,8025.0,,78.0,198.12,1975-01-14,"January 14, 1975 (48 years old)",Brad Torsone
188,Pete Nuss,United States,1978-04-14,,"Destrehan, LA",0.0,0.0,1.0,0.0,5.0,116.0,,73.0,185.42000000000002,1978-04-14,"April 14, 1978 (45 years old)",Pete Nuss
189,Mike Daniel,United States,1968-09-01,"Pleasant Grove, UT","Pleasant Grove, UT",0.0,0.0,0.0,0.0,22.0,168.0,,71.0,180.34,1968-09-01,"September 1, 1968 (54 years old)",Mike Daniel
190,Jake Gibb,United States,1976-02-06,"Bountiful, UT","Huntington Beach, CA",43.0,45.0,46.0,9.0,336.0,65291.0,,79.0,200.66,1976-02-06,"February 6, 1976 (47 years old)",Jake Gibb
191,Riley Salmon,United States,1976-07-02,"Amarillo, TX","Houston, TX",0.0,0.0,2.0,0.0,14.0,568.0,,78.0,198.12,1976-07-02,"July 2, 1976 (47 years old)",Riley Salmon
192,Nick Petterson,United States,,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
193,Carlos Briceno,United States,1967-08-10,"Fountain Valley , CA","San Diego, CA",0.0,3.0,2.0,2.0,24.0,249.0,,77.0,195.58,1967-08-10,"August 10, 1967 (55 years old)",
194,Jon Barnes,United States,1974-01-04,"Medford, NJ","San Diego, CA",0.0,0.0,0.0,0.0,28.0,170.0,,75.0,190.5,1974-01-04,"January 4, 1974 (49 years old)",Jon Barnes
195,Manny Agnant,United States,1967-01-30,,"Miami Beach, FL",0.0,0.0,0.0,0.0,5.0,3.0,,73.0,185.42000000000002,1967-01-30,"January 30, 1967 (56 years old)",
196,Gaston Macau,United States,1974-10-28,"Miami, FL","Coral Gables, FL",0.0,1.0,1.0,0.0,79.0,1959.0,,73.0,185.42000000000002,1974-10-28,"October 28, 1974 (48 years old)",Gaston Macau
197,Sean Burke,United States,1970-06-27,,"Ocean Beach, CA",0.0,0.0,0.0,0.0,17.0,152.0,,75.0,190.5,1970-06-27,"June 27, 1970 (53 years old)",
198,Aaron Hartin,United States,1972-07-18,,"San Diego, CA",0.0,0.0,0.0,0.0,1.0,0.0,,,,1972-07-18,"July 18, 1972 (50 years old)",
199,Eric Pichel,United States,,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
200,Jon Rose,United States,1977-05-10,,"Hoboken, NJ",0.0,0.0,0.0,0.0,20.0,327.0,,73.0,185.42000000000002,1977-05-10,"May 10, 1977 (46 years old)",Jon Rose
201,Mark Andersen,United States,1967-04-06,,"Capitola, CA",0.0,0.0,0.0,0.0,6.0,1.0,,,,1967-04-06,"April 6, 1967 (56 years old)",
202,Rick Arce,United States,,,"Manhattan Beach, CA",0.0,2.0,0.0,0.0,19.0,0.0,,,,,,
203,Elvis Rodriguez,Dominican Republic,1969-12-28,,"New York, NY",0.0,0.0,0.0,0.0,8.0,134.0,,70.0,177.8,1969-12-28,"December 28, 1969 (53 years old)",Elvis Rodriguez
204,David Becker,United States,1970-01-23,,"Newport Beach, CA",0.0,0.0,0.0,0.0,7.0,9.0,,75.0,190.5,1970-01-23,"January 23, 1970 (53 years old)",
205,Mark Williams,United States,,,,0.0,0.0,1.0,3.0,9.0,0.0,,,,,,Mark Williams
206,Devin Poolman,United States,1976-03-24,"Goleta, CA","Santa Monica, CA",0.0,0.0,0.0,0.0,16.0,187.0,,76.0,193.04,1976-03-24,"March 24, 1976 (47 years old)",
207,Eric Boyles,United States,1963-08-23,,"Dana Point, CA",0.0,0.0,2.0,1.0,89.0,0.0,,78.0,198.12,1963-08-23,"August 23, 1963 (59 years old)",
208,Tony Braun,United States,,,"Capistrano Beach, CA",0.0,0.0,0.0,0.0,3.0,0.0,,,,,,
209,Evan Silberstein,United States,1975-10-13,,"Honolulu, HI",0.0,0.0,0.0,0.0,14.0,244.0,,68.0,172.72,1975-10-13,"October 13, 1975 (47 years old)",Evan Silberstein
210,Andrew Cavanaugh,United States,,,"Santa Barbara, CA",0.0,0.0,0.0,0.0,9.0,25.0,,,,,December 27th,Andrew Cavanaugh
211,Robert John Chavez,United States,,,"Deceased April 24, 2008",0.0,0.0,1.0,4.0,175.0,0.0,,75.0,190.5,,June 9th,
212,Rick Colson,United States,,,,0.0,0.0,0.0,0.0,4.0,3.0,,,,,,Rick Colson
213,Ednilson Costa,Brazil,,,,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,
214,Cody Cowell,United States,1969-04-05,"Kihei, HI","Manhattan Beach, CA",0.0,0.0,0.0,0.0,13.0,58.0,,76.0,193.04,1969-04-05,"April 5, 1969 (54 years old)",Cody Cowell
215,Alexandre Silva Afonso,Portugal,1968-03-25,,Carvalhos,0.0,0.0,0.0,0.0,7.0,83.0,,75.0,190.5,1968-03-25,"March 25, 1968 (55 years old)",Alexandre Silva Afonso
216,Jason Wight,United States,1979-07-21,"West Springfield, VA","San Diego, CA",3.0,1.0,2.0,0.0,77.0,2458.0,,72.0,182.88,1979-07-21,"July 21, 1979 (43 years old)",Jason Wight
217,Drake Dvorak,United States,,,,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,
218,Mark Eller,United States,1958-09-30,"Santa Monica, CA",,5.0,5.0,5.0,4.0,133.0,23.0,,76.0,193.04,1958-09-30,"September 30, 1958 (64 years old)",
219,Andre Melo,United States,1978-11-11,"Rio de Janeiro, Brazil","Boca Raton, FL",0.0,0.0,2.0,0.0,30.0,869.0,,75.0,190.5,1978-11-11,"November 11, 1978 (44 years old)",Andre Melo
220,Ranse Jones,United States,,"Winston-Salem, NC","Deceased November 8, 2010",0.0,1.0,1.0,0.0,24.0,682.0,,73.0,185.42000000000002,,November 20th,Ranse Jones
221,Brian Soldano,United States,1977-01-26,"Freehold, NJ","Freehold, NJ",0.0,0.0,1.0,0.0,29.0,1274.0,,73.0,185.42000000000002,1977-01-26,"January 26, 1977 (46 years old)",Brian Soldano
222,Mark Presho,United States,1970-07-02,,"San Diego, CA",0.0,0.0,0.0,0.0,5.0,74.0,,78.0,198.12,1970-07-02,"July 2, 1970 (53 years old)",Mark Presho
223,John Hanley,United States,1960-12-27,,"Pacific Palisades, CA",16.0,29.0,39.0,36.0,243.0,0.0,,74.0,187.96,1960-12-27,"December 27, 1960 (62 years old)",
224,Graig Domanski,United States,1977-04-13,,"Freehold, NJ",0.0,0.0,0.0,0.0,9.0,43.0,,76.0,193.04,1977-04-13,"April 13, 1977 (46 years old)",Graig Domanski
225,Andrew Igloi,United States,,,,0.0,0.0,0.0,0.0,7.0,0.0,,,,,,
226,Pat Ivie,United States,,,,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,
227,Tim Wooliver,United States,1975-09-19,"Austin, TX","Austin, TX",0.0,1.0,2.0,0.0,40.0,1660.0,,73.0,185.42000000000002,1975-09-19,"September 19, 1975 (47 years old)",Tim Wooliver
228,Skyler Dale Davis,United States,1976-07-26,"San Bernadino, CA","Lewisville, TX",0.0,0.0,0.0,0.0,29.0,867.0,,74.0,187.96,1976-07-26,"July 26, 1976 (46 years old)",Skyler Davis
229,Christian Kiernan,United States,1963-03-07,,"Redondo Beach, CA",0.0,0.0,0.0,0.0,7.0,2.0,,74.0,187.96,1963-03-07,"March 7, 1963 (60 years old)",
230,Mark Kirunchyk,United States,1972-12-13,"Calgary, AB","Hermosa Beach, CA",0.0,0.0,0.0,0.0,28.0,159.0,,77.0,195.58,1972-12-13,"December 13, 1972 (50 years old)",Mark Kirunchyk
231,Jean-Philippe Daguerre,France,1975-12-04,Agen,Aramon,0.0,0.0,1.0,0.0,25.0,195.0,,75.0,190.5,1975-12-04,"December 4, 1975 (47 years old)",Jean-Philippe Daguerre
232,Chris Larson,United States,,,"Santa Barbara, CA",0.0,0.0,0.0,0.0,10.0,25.0,,,,,,Chris Larson
233,Tim Hovland,United States,1959-02-23,"El Segundo, CA","Playa del Ray, CA",60.0,60.0,55.0,24.0,304.0,22.0,,76.0,193.04,1959-02-23,"February 23, 1959 (64 years old)",
234,Shawn Davis,United States,1966-04-26,,"Los Angeles, CA",0.0,0.0,1.0,0.0,77.0,37.0,,75.0,190.5,1966-04-26,"April 26, 1966 (57 years old)",
235,David Martin,United States,,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,Martin David
236,Ian Martin,United States,,,"Hermosa Beach, CA",0.0,0.0,0.0,0.0,9.0,5.0,,,,,,
237,Doug Mauro,United States,1966-10-28,,"Laguna Beach, CA",0.0,0.0,0.0,0.0,26.0,0.0,,,,1966-10-28,"October 28, 1966 (56 years old)",
238,Tim Joosen,Belgium,1973-03-07,Schoten,Ekerien,0.0,0.0,0.0,0.0,22.0,1193.0,,76.0,193.04,1973-03-07,"March 7, 1973 (50 years old)",Tim Joosen
239,Larry Mear,United States,1960-07-04,,"San Clemente, CA",1.0,2.0,4.0,5.0,200.0,0.0,,74.0,187.96,1960-07-04,"July 4, 1960 (63 years old)",
240,Brian Meckna,United States,1967-09-18,,"Long Beach, CA",0.0,0.0,0.0,0.0,19.0,33.0,,75.0,190.5,1967-09-18,"September 18, 1967 (55 years old)",Brian Meckna
241,Kurt Donaldson,United States,,,,0.0,1.0,0.0,1.0,4.0,0.0,,,,,,
242,Ken Ardouin,United States,,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
243,Matt Riley,United States,1976-08-13,,"Santa Barbara, CA",0.0,0.0,0.0,0.0,17.0,175.0,,,,1976-08-13,"August 13, 1976 (46 years old)",Matt Riley
244,Bob Samuelson,United States,1966-07-30,"Playa del Rey, CA","El Segundo, CA",0.0,0.0,0.0,0.0,14.0,58.0,,77.0,195.58,1966-07-30,"July 30, 1966 (56 years old)",Bob Samuelson
245,Todd Schaefer,United States,1964-09-18,,"Los Angeles, CA",0.0,1.0,1.0,1.0,45.0,28.0,,75.0,190.5,1964-09-18,"September 18, 1964 (58 years old)",
246,Sean Smith,United States,1965-04-07,,"Flushing, MI",0.0,0.0,0.0,0.0,24.0,0.0,,75.0,190.5,1965-04-07,"April 7, 1965 (58 years old)",
247,Matt Sonnichsen,United States,1967-03-27,,"Spring, TX",0.0,0.0,0.0,1.0,67.0,0.0,,77.0,195.58,1967-03-27,"March 27, 1967 (56 years old)",
248,Jeff Southcott,United States,1957-07-01,,"Marina del Rey, CA",1.0,2.0,2.0,4.0,94.0,26.0,,72.0,182.88,1957-07-01,"July 1, 1957 (66 years old)",
249,Rich Lambourne,United States,1975-05-06,"Louisville, KY",,0.0,0.0,0.0,0.0,2.0,0.0,,75.0,190.5,1975-05-06,"May 6, 1975 (48 years old)",
250,Mike Scales,United States,1973-12-11,"Newport Beach, CA","Newport Beach, CA",0.0,0.0,0.0,0.0,16.0,202.0,,75.0,190.5,1973-12-11,"December 11, 1973 (49 years old)",Mike Scales
251,Kevin Waterbury,United States,1971-07-08,,"Santa Monica, CA",0.0,0.0,0.0,0.0,58.0,6.0,,76.0,193.04,1971-07-08,"July 8, 1971 (51 years old)",
252,Tim Walmer,United States,1960-06-18,"Manhattan Beach, CA",,6.0,5.0,10.0,19.0,272.0,0.0,,72.0,182.88,1960-06-18,"June 18, 1960 (63 years old)",
254,Bryan Marshall,United States,1969-06-24,"Kettering, OH","Kettering, OH",0.0,0.0,0.0,0.0,5.0,11.0,,,,1969-06-24,"June 24, 1969 (54 years old)",
255,Greg Lehman,United States,1977-10-29,"Galena, OH","Columbus, OH",0.0,0.0,0.0,0.0,3.0,20.0,,73.0,185.42000000000002,1977-10-29,"October 29, 1977 (45 years old)",Greg Lehman
256,Andrew Vazquez,United States,1972-04-20,"Knoxville, TN","Manhattan Beach, CA",0.0,0.0,0.0,0.0,56.0,711.0,,74.0,187.96,1972-04-20,"April 20, 1972 (51 years old)",Andrew Vazquez
257,Tim Jaymes,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
258,John Braunstein,United States,1969-07-21,,"Costa Mesa, CA",0.0,0.0,0.0,0.0,48.0,528.0,,,,1969-07-21,"July 21, 1969 (53 years old)",John Braunstein
259,Dave Roberson,United States,1969-04-17,"W Palm Beach, FL","West Palm Beach, FL",0.0,0.0,0.0,0.0,4.0,26.0,,,,1969-04-17,"April 17, 1969 (54 years old)",Dave Roberson
260,Scott Lauer,United States,,"Monroe, MI","Fort Wayne, IN",0.0,0.0,0.0,0.0,3.0,11.0,,,,,,
261,Keith Jones,United States,1963-11-20,"Nashville, TN","Hendersonville, TN",0.0,0.0,0.0,0.0,23.0,587.0,,74.0,187.96,1963-11-20,"November 20, 1963 (59 years old)",Keith Jones
262,Cullum Miller,United States,1972-09-02,"Knoxville, TN","Hendersonville, TN",0.0,0.0,0.0,0.0,5.0,75.0,,71.0,180.34,1972-09-02,"September 2, 1972 (50 years old)",Cullum Miller
263,David Vellucci,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
264,Charles Bryan Gibson,United States,1971-09-03,"Pensacola, FL","Atlanta, GA",0.0,0.0,0.0,0.0,15.0,361.0,,74.0,187.96,1971-09-03,"September 3, 1971 (51 years old)",Bryan Gibson
265,Timmy Langston,United States,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
266,Bob Bowman,United States,1969-08-18,,"Sarasota, FL",0.0,0.0,0.0,0.0,2.0,0.0,,73.0,185.42000000000002,1969-08-18,"August 18, 1969 (53 years old)",
267,Eric Erickson,United States,,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,
268,Randall Koerv,United States,1973-01-14,,"Manhattan Beach, CA",0.0,0.0,0.0,0.0,13.0,50.0,,,,1973-01-14,"January 14, 1973 (50 years old)",
269,Kevin Cleary,United States,1958-10-06,,"Manhattan Beach, CA",1.0,2.0,2.0,7.0,111.0,684.0,,71.0,180.34,1958-10-06,"October 6, 1958 (64 years old)",Kevin Cleary
270,Larry Witt,United States,1979-07-13,"Santa Ynez, CA","Santa Ynez, CA",2.0,4.0,9.0,0.0,105.0,8376.0,,78.0,198.12,1979-07-13,"July 13, 1979 (43 years old)",Larry Witt
271,Aloizio Claudino,Brazil,1963-02-22,,Vila Velha ES,0.0,0.0,0.0,2.0,8.0,51.0,,75.0,190.5,1963-02-22,"February 22, 1963 (60 years old)",
272,Morgan Chapman,United States,,,,0.0,1.0,1.0,0.0,26.0,428.0,,76.0,193.04,,,Morgan Chapman
273,Mark Knudsen,United States,1967-02-09,,"Valencia, CA",0.0,0.0,0.0,0.0,7.0,0.0,,,,1967-02-09,"February 9, 1967 (56 years old)",
274,Joel Janc,United States,,,"Laguna Miguel, CA",0.0,0.0,0.0,0.0,4.0,0.0,,,,,,
275,Craig John Seuseu,New Zealand,1971-09-23,Dunedin,Dunedin,0.0,0.0,0.0,0.0,54.0,1050.0,,74.0,187.96,1971-09-23,"September 23, 1971 (51 years old)",
276,Steve Timmons,United States,1958-11-29,"Manhattan Beach, CA",,1.0,1.0,3.0,3.0,62.0,0.0,,77.0,195.58,1958-11-29,"November 29, 1958 (64 years old)",
277,Rudy Dvorak,United States,1964-05-29,"Laguna Beach, CA",,0.0,1.0,0.0,3.0,115.0,5.0,,76.0,193.04,1964-05-29,"May 29, 1964 (59 years old)",
278,Wally Goodrick,United States,1963-01-27,"Van Nuys, CA",,0.0,0.0,2.0,9.0,118.0,3.0,,74.0,187.96,1963-01-27,"January 27, 1963 (60 years old)",
279,Roger Clark,United States,1961-09-28,,"Pacific Palisades, CA",0.0,0.0,1.0,5.0,118.0,29.0,,77.0,195.58,1961-09-28,"September 28, 1961 (61 years old)",
280,Steve Slivkoff,United States,,,,0.0,1.0,1.0,2.0,6.0,0.0,,,,,,
281,Bill Stetson,United States,,,,0.0,1.0,0.0,0.0,5.0,0.0,,,,,,
282,Jon Andersen,United States,,,"Honolulu, HI",0.0,1.0,1.0,0.0,7.0,0.0,,,,,,
283,Scott Steele,United States,,,,0.0,0.0,1.0,1.0,15.0,0.0,,,,,,
284,Bob Ctvrtlik,United States,1963-07-08,"Long Beach, CA","Encinitas, CA",0.0,0.0,0.0,2.0,11.0,0.0,,75.0,190.5,1963-07-08,"July 8, 1963 (59 years old)",
285,Gary Gysin,United States,1959-06-05,,"Aptos, CA",2.0,0.0,2.0,0.0,20.0,1.0,,,,1959-06-05,"June 5, 1959 (64 years old)",
286,Mike Fitzgerald,United States,1962-09-07,"Malibu, CA",,0.0,1.0,3.0,1.0,33.0,0.0,,75.0,190.5,1962-09-07,"September 7, 1962 (60 years old)",
287,Greg Porter,United States,,,,0.0,0.0,0.0,2.0,9.0,0.0,,,,,,
288,Steve Rottman,France,1960-12-12,,Paris,0.0,0.0,0.0,1.0,75.0,0.0,,75.0,190.5,1960-12-12,"December 12, 1960 (62 years old)",
289,Dana McFarland,United States,1961-03-06,"Manhattan Beach, CA","Manhattan Beach, CA",0.0,1.0,3.0,3.0,48.0,0.0,,73.0,185.42000000000002,1961-03-06,"March 6, 1961 (62 years old)",
290,Pete Aronchick,United States,,"Culver City, CA",,1.0,0.0,2.0,1.0,46.0,0.0,,80.0,203.2,,,Pete Aronchick
291,Mark Barber,United States,,,,0.0,1.0,3.0,2.0,16.0,0.0,,,,,,
292,Ed Teagle,United States,,,,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
293,Dan Prall,United States,,,,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
294,Ev Keller,United States,,,,1.0,2.0,0.0,0.0,3.0,0.0,,,,,,
295,Gene Selznick,United States,,,"Deceased June 10, 2012",37.0,19.0,1.0,2.0,62.0,0.0,,74.0,187.96,,March 19th,
296,Dick Jackson,United States,,,,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
297,Jud Millard,United States,,,,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
298,Dave McKay,United States,,,,2.0,0.0,0.0,0.0,2.0,0.0,,,,,,
299,Bill Wieand,United States,,,,2.0,0.0,0.0,0.0,2.0,0.0,,,,,,
300,Don McMahon,United States,,,,6.0,8.0,2.0,1.0,18.0,0.0,,,,,,
301,Bernie Holtzman,United States,,"Chicago, IL","Hollywood, CA",17.0,5.0,6.0,1.0,29.0,0.0,,71.0,180.34,,,
302,Manny Saenz,United States,,"Culver City, CA","Deceased May 25, 2000",5.0,2.0,1.0,0.0,8.0,0.0,,66.0,167.64000000000001,,October 10th,
303,Del Miller,United States,,,,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
304,Jim Prather,United States,,,,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
305,Kenny LaDuke,United States,,,,0.0,2.0,2.0,3.0,7.0,0.0,,,,,,
306,Tom Howlett,United States,,,,1.0,0.0,1.0,0.0,2.0,0.0,,,,,,
307,Walt Schiller,United States,,,,1.0,0.0,3.0,1.0,5.0,0.0,,,,,,
308,Dick Davis,United States,,,,1.0,3.0,1.0,1.0,6.0,0.0,,,,,,
309,Larry Scott,United States,,,,3.0,0.0,0.0,2.0,5.0,0.0,,,,,,
310,Mike O'Hara,United States,,,"Deceased Feb 1, 2018",21.0,22.0,8.0,4.0,56.0,0.0,,76.0,193.04,,,
311,Ron Lang,United States,,,,45.0,22.0,9.0,3.0,83.0,0.0,,,,,,
312,Barry Brown,United States,,,,1.0,3.0,1.0,0.0,5.0,0.0,,76.0,193.04,,,
313,Mike Bright,United States,,"Hermosa Beach, CA","Deceased September 22, 2017",16.0,18.0,6.0,1.0,44.0,0.0,,76.0,193.04,,,
314,Dave Kaplan,United States,,,,1.0,4.0,6.0,0.0,12.0,0.0,,,,,,
316,Mike Higer,United States,,,,2.0,4.0,2.0,1.0,11.0,0.0,,,,,,
317,Joe Bena,United States,,,,2.0,1.0,0.0,1.0,4.0,0.0,,,,,,
318,Bob Hogan,United States,,"Santa Monica, CA",,2.0,5.0,2.0,2.0,13.0,0.0,,,,,,
319,Pete Hogan,United States,,,,3.0,6.0,2.0,2.0,15.0,0.0,,,,,,
320,Bob Vogelsang,United States,,,,0.0,9.0,4.0,7.0,31.0,0.0,,,,,,
321,Dave Boardwell,United States,,"Santa Monica, CA",,2.0,1.0,0.0,1.0,4.0,0.0,,65.0,165.1,,,
322,Gordon Evans,United States,,,,1.0,0.0,2.0,0.0,4.0,0.0,,,,,,
323,Mike Colbert,United States,,,,1.0,1.0,0.0,0.0,2.0,0.0,,,,,,
324,Dennis Duggan,United States,,,,0.0,2.0,1.0,0.0,3.0,0.0,,,,,,
325,John Taylor,United States,,,,0.0,2.0,1.0,0.0,3.0,0.0,,,,,,
326,Pete Colbert,United States,,,,1.0,4.0,0.0,1.0,6.0,0.0,,,,,,
327,Rand Carter,United States,,"Santa Monica, CA",,3.0,3.0,4.0,1.0,13.0,0.0,,,,,,
328,Ron Von Hagen,United States,,,"Sun Valley, ID",62.0,31.0,12.0,5.0,122.0,0.0,,,,,,
329,Nate Parrish,United States,,,,1.0,1.0,1.0,0.0,3.0,0.0,,,,,,
330,Keith Erickson,United States,,,,3.0,3.0,3.0,1.0,13.0,0.0,,,,,,
331,Alika Smith,United States,,,,0.0,1.0,0.0,0.0,2.0,0.0,,,,,,
332,Ernie Suwara,United States,,,,3.0,3.0,3.0,0.0,11.0,0.0,,,,,,
333,Scott Carter,United States,,,,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
334,Phil Anderson,United States,,,,0.0,1.0,1.0,0.0,2.0,0.0,,,,,,
